initial_alias,converted_alias,name,description,namespace
NIM1K,ENSG00000177453,NIM1K,NIM1 serine/threonine protein kinase [Source:HGNC Symbol;Acc:HGNC:28646],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD19,ENSG00000177455,CD19,CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ERICH5,ENSG00000177459,ERICH5,glutamate rich 5 [Source:HGNC Symbol;Acc:HGNC:26823],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
OR2T8,ENSG00000177462,OR2T8,olfactory receptor family 2 subfamily T member 8 [Source:HGNC Symbol;Acc:HGNC:15020],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NR2C2,ENSG00000177463,NR2C2,nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GPR4,ENSG00000177464,GPR4,G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:4497],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ACOT4,ENSG00000177465,ACOT4,acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
OLIG3,ENSG00000177468,OLIG3,oligodendrocyte transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:18003],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
OR2G3,ENSG00000177476,OR2G3,olfactory receptor family 2 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:15008],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ARIH2,ENSG00000177479,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RBM44,ENSG00000177483,RBM44,RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZBTB33,ENSG00000177485,ZBTB33,zinc finger and BTB domain containing 33 [Source:HGNC Symbol;Acc:HGNC:16682],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
OR2G2,ENSG00000177489,OR2G2,olfactory receptor family 2 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15007],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZBED2,ENSG00000177494,ZBED2,zinc finger BED-type containing 2 [Source:HGNC Symbol;Acc:HGNC:20710],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
VCX2,ENSG00000177504,VCX2,variable charge X-linked 2 [Source:HGNC Symbol;Acc:HGNC:18158],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IRX3,ENSG00000177508,IRX3,iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ST8SIA3,ENSG00000177511,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:14269]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPRM,ENSG00000177519,RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
OR2B11,ENSG00000177535,OR2B11,olfactory receptor family 2 subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:31249],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLC25A22,ENSG00000177542,SLC25A22,solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RABEP2,ENSG00000177548,RABEP2,"rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NHLH2,ENSG00000177551,NHLH2,nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ATOX1,ENSG00000177556,ATOX1,antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FAM187B,ENSG00000177558,FAM187B,family with sequence similarity 187 member B [Source:HGNC Symbol;Acc:HGNC:26366],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TBL1XR1,ENSG00000177565,TBL1XR1,TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SAMD12,ENSG00000177570,SAMD12,sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD163,ENSG00000177575,CD163,CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
C18ORF32,ENSG00000177576,C18orf32,chromosome 18 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:31690],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PIDD1,ENSG00000177595,PIDD1,p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF491,ENSG00000177599,ZNF491,zinc finger protein 491 [Source:HGNC Symbol;Acc:HGNC:23706],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPLP2,ENSG00000177600,RPLP2,ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
JUN,ENSG00000177606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CSTF2T,ENSG00000177613,CSTF2T,cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PGBD5,ENSG00000177614,PGBD5,piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
C12ORF54,ENSG00000177627,C12orf54,chromosome 12 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:28553],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GBA,ENSG00000177628,GBA1,glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177],UNIPROT_GN
CASC2,ENSG00000177640,CASC2,cancer susceptibility 2 [Source:HGNC Symbol;Acc:HGNC:22933],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
ACAD9,ENSG00000177646,ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IL17RA,ENSG00000177663,IL17RA,interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PNPLA2,ENSG00000177666,PNPLA2,patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MBOAT4,ENSG00000177669,MBOAT4,membrane bound O-acyltransferase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32311],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
AGTRAP,ENSG00000177674,AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD163L1,ENSG00000177675,CD163L1,CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SRRM3,ENSG00000177679,SRRM3,serine/arginine repetitive matrix 3 [Source:HGNC Symbol;Acc:HGNC:26729],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
THAP5,ENSG00000177683,THAP5,THAP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23188],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DEFB114,ENSG00000177684,DEFB114,defensin beta 114 [Source:HGNC Symbol;Acc:HGNC:18095],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CRACR2B,ENSG00000177685,CRACR2B,calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SUMO4,ENSG00000177688,SUMO4,small ubiquitin like modifier 4 [Source:HGNC Symbol;Acc:HGNC:21181],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MAGEB10,ENSG00000177689,MAGEB10,MAGE family member B10 [Source:HGNC Symbol;Acc:HGNC:25377],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DNAJC28,ENSG00000177692,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
OR4F4,ENSG00000177693,OR4F4,olfactory receptor family 4 subfamily F member 4 [Source:HGNC Symbol;Acc:HGNC:8301],"GENECARDS,HGNC,UNIPROT_GN"
NAALADL2,ENSG00000177694,NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CD151,ENSG00000177697,CD151,CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
POLR2L,ENSG00000177700,POLR2L,"RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FAM20C,ENSG00000177706,FAM20C,FAM20C golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLC35G5,ENSG00000177710,SLC35G5,solute carrier family 35 member G5 [Source:HGNC Symbol;Acc:HGNC:15546],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ANXA2R,ENSG00000177721,ANXA2R,annexin A2 receptor [Source:HGNC Symbol;Acc:HGNC:33463],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TMEM94,ENSG00000177728,TMEM94,transmembrane protein 94 [Source:HGNC Symbol;Acc:HGNC:28983],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FLII,ENSG00000177731,FLII,FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SOX12,ENSG00000177732,SOX12,SRY-box transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11198],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HNRNPA0,ENSG00000177733,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
YIPF7,ENSG00000177752,YIPF7,Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
FAM87B,ENSG00000177757,FAM87B,family with sequence similarity 87 member B [Source:HGNC Symbol;Acc:HGNC:32236],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
MYOZ1,ENSG00000177791,MYOZ1,myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TMEM78,ENSG00000177800,TMEM78,transmembrane protein 78 [Source:HGNC Symbol;Acc:HGNC:32307],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
KCNJ10,ENSG00000177807,KCNJ10,potassium inwardly rectifying channel subfamily J member 10 [Source:HGNC Symbol;Acc:HGNC:6256],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CHID1,ENSG00000177830,CHID1,chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PCDHB9,ENSG00000177839,PCDHB9,protocadherin beta 9 [Source:HGNC Symbol;Acc:HGNC:8694],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF620,ENSG00000177842,ZNF620,zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF518A,ENSG00000177853,ZNF518A,zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TMEM187,ENSG00000177854,TMEM187,transmembrane protein 187 [Source:HGNC Symbol;Acc:HGNC:13705],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SVBP,ENSG00000177868,SVBP,small vasohibin binding protein [Source:HGNC Symbol;Acc:HGNC:29204],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF619,ENSG00000177873,ZNF619,zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CCDC184,ENSG00000177875,CCDC184,coiled-coil domain containing 184 [Source:HGNC Symbol;Acc:HGNC:33749],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
AP3S1,ENSG00000177879,AP3S1,adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GRB2,ENSG00000177885,GRB2,growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZBTB41,ENSG00000177888,ZBTB41,zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
UBE2N,ENSG00000177889,UBE2N,ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ARL6IP6,ENSG00000177917,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF354C,ENSG00000177932,ZNF354C,zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
CAPZA3,ENSG00000177938,CAPZA3,capping actin protein of muscle Z-line subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:24205],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MAMDC4,ENSG00000177943,MAMDC4,MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ODF3,ENSG00000177947,ODF3,outer dense fiber of sperm tails 3 [Source:HGNC Symbol;Acc:HGNC:19905],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BET1L,ENSG00000177951,BET1L,Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RPS27,ENSG00000177954,RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RIC8A,ENSG00000177963,RIC8A,RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IMP3,ENSG00000177971,IMP3,IMP U3 small nucleolar ribonucleoprotein 3 [Source:HGNC Symbol;Acc:HGNC:14497],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ASB8,ENSG00000177981,ASB8,ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LCN15,ENSG00000177984,LCN15,lipocalin 15 [Source:HGNC Symbol;Acc:HGNC:33777],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ODF3B,ENSG00000177989,ODF3B,outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DPY19L2,ENSG00000177990,DPY19L2,dpy-19 like 2 [Source:HGNC Symbol;Acc:HGNC:19414],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SPATA31E1,ENSG00000177992,SPATA31E1,SPATA31 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:26672],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNRF3-AS1,ENSG00000177993,ZNRF3-AS1,ZNRF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41927],"ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
C2ORF73,ENSG00000177994,C2orf73,chromosome 2 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:26861],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GPR150,ENSG00000178015,GPR150,G protein-coupled receptor 150 [Source:HGNC Symbol;Acc:HGNC:23628],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TSPYL6,ENSG00000178021,TSPYL6,TSPY like 6 [Source:HGNC Symbol;Acc:HGNC:14521],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LRRC75B,ENSG00000178026,LRRC75B,leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DMAP1,ENSG00000178028,DMAP1,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ADAMTSL1,ENSG00000178031,ADAMTSL1,ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
IMPDH2,ENSG00000178035,IMPDH2,inosine monophosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6053],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ALS2CL,ENSG00000178038,ALS2CL,ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
MLF1,ENSG00000178053,MLF1,myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NDUFAF3,ENSG00000178057,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
C2ORF69,ENSG00000178074,C2orf69,chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GRAMD1C,ENSG00000178075,GRAMD1C,GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
STAP2,ENSG00000178078,STAP2,signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:HGNC:30430],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
HTR3C,ENSG00000178084,HTR3C,5-hydroxytryptamine receptor 3C [Source:HGNC Symbol;Acc:HGNC:24003],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TSSK6,ENSG00000178093,TSSK6,testis specific serine kinase 6 [Source:HGNC Symbol;Acc:HGNC:30410],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
BOLA1,ENSG00000178096,BOLA1,bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PDE4DIP,ENSG00000178104,PDE4DIP,phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DDX10,ENSG00000178105,DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GOLGA8Q,ENSG00000178115,GOLGA8Q,golgin A8 family member Q [Source:HGNC Symbol;Acc:HGNC:44408],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GOLGA8O,ENSG00000178115,GOLGA8Q,golgin A8 family member Q [Source:HGNC Symbol;Acc:HGNC:44408],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PPP1R42,ENSG00000178125,PPP1R42,protein phosphatase 1 regulatory subunit 42 [Source:HGNC Symbol;Acc:HGNC:33732],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
NDUFV2,ENSG00000178127,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
DALRD3,ENSG00000178149,DALRD3,DALR anticodon binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25536],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF114,ENSG00000178150,ZNF114,zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF518B,ENSG00000178163,ZNF518B,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
AMER3,ENSG00000178171,AMER3,APC membrane recruitment protein 3 [Source:HGNC Symbol;Acc:HGNC:26771],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SPINK6,ENSG00000178172,SPINK6,serine peptidase inhibitor Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF366,ENSG00000178175,ZNF366,zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
LCORL,ENSG00000178177,LCORL,ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PARD6G,ENSG00000178184,PARD6G,par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF454,ENSG00000178187,ZNF454,zinc finger protein 454 [Source:HGNC Symbol;Acc:HGNC:21200],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SH2B1,ENSG00000178188,SH2B1,SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZC3H12D,ENSG00000178199,ZC3H12D,zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
VN1R1,ENSG00000178201,VN1R1,vomeronasal 1 receptor 1 [Source:HGNC Symbol;Acc:HGNC:13548],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
KDELC2,ENSG00000178202,POGLUT3,protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496],UNIPROT_GN
PLEC,ENSG00000178209,PLEC,plectin [Source:HGNC Symbol;Acc:HGNC:9069],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SH2D4B,ENSG00000178217,SH2D4B,SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
RNF212,ENSG00000178222,RNF212,ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PRSS36,ENSG00000178226,PRSS36,serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
ZNF543,ENSG00000178229,ZNF543,zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
TMEM151B,ENSG00000178233,TMEM151B,transmembrane protein 151B [Source:HGNC Symbol;Acc:HGNC:21315],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
GALNT11,ENSG00000178234,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
SLITRK1,ENSG00000178235,SLITRK1,SLIT and NTRK like family member 1 [Source:HGNC Symbol;Acc:HGNC:20297],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
WDR6,ENSG00000178252,WDR6,WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
PRM3,ENSG00000178257,PRM3,protamine 3 [Source:HGNC Symbol;Acc:HGNC:13732],"ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
